label,required,canonical,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
HEHC OTR RPT: OTR PSYCH PROB AGE 5--RP,0,var_4896,,,,,,,,,,ER69532,ER75540,,
HEHC OTR RPT: OTR PSYCH PROB AGE 5--SP,0,var_4897,,,,,,,,,ER64583,ER70659,ER76667,,
HEHC OTR RPT: OTR PSYCH PROB AGE 5--WF,0,var_4898,,,,,,ER46354,ER51715,ER57461,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 6--HD,0,var_4899,,,,,,ER45258,ER50598,ER56346,ER63468,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 6--RP,0,var_4900,,,,,,,,,,ER69533,ER75541,,
HEHC OTR RPT: OTR PSYCH PROB AGE 6--SP,0,var_4901,,,,,,,,,ER64584,ER70660,ER76668,,
HEHC OTR RPT: OTR PSYCH PROB AGE 6--WF,0,var_4902,,,,,,ER46355,ER51716,ER57462,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 7--HD,0,var_4903,,,,,,ER45259,ER50599,ER56347,ER63469,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 7--RP,0,var_4904,,,,,,,,,,ER69534,ER75542,,
HEHC OTR RPT: OTR PSYCH PROB AGE 7--SP,0,var_4905,,,,,,,,,ER64585,ER70661,ER76669,,
HEHC OTR RPT: OTR PSYCH PROB AGE 7--WF,0,var_4906,,,,,,ER46356,ER51717,ER57463,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 8--HD,0,var_4907,,,,,,ER45260,ER50600,ER56348,ER63470,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 8--RP,0,var_4908,,,,,,,,,,ER69535,ER75543,,
HEHC OTR RPT: OTR PSYCH PROB AGE 8--SP,0,var_4909,,,,,,,,,ER64586,ER70662,ER76670,,
HEHC OTR RPT: OTR PSYCH PROB AGE 8--WF,0,var_4910,,,,,,ER46357,ER51718,ER57464,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 9--HD,0,var_4911,,,,,,ER45261,ER50601,ER56349,ER63471,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 9--RP,0,var_4912,,,,,,,,,,ER69536,ER75544,,
HEHC OTR RPT: OTR PSYCH PROB AGE 9--SP,0,var_4913,,,,,,,,,ER64587,ER70663,ER76671,,
HEHC OTR RPT: OTR PSYCH PROB AGE 9--WF,0,var_4914,,,,,,ER46358,ER51719,ER57465,,,,,
HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1--H,0,var_4915,,,,,,ER45252,ER50592,ER56340,,,,,
HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1--W,0,var_4916,,,,,,ER46349,ER51710,ER57456,,,,,
HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1-HD,0,var_4917,,,,,,,,,ER63462,,,,
HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1-RP,0,var_4918,,,,,,,,,,ER69527,ER75535,,
HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1-SP,0,var_4919,,,,,,,,,ER64578,ER70654,ER76662,,
HEHC OTR RPT: PAR SEP AGE,0,var_4920,,,,,,,ER50305,ER56055,ER63179 | ER64295,,,,
HEHC OTR RPT: PAR SEP AGE --WF,0,var_4921,,,,,,,ER51423,ER57171,,,,,
HEHC OTR RPT: PAR SEP AGE 1--HD,0,var_4922,,,,,,ER44955,ER50295,ER56043,ER63165,,,,
HEHC OTR RPT: PAR SEP AGE 1--RP,0,var_4923,,,,,,,,,,ER69230,ER75238,,
HEHC OTR RPT: PAR SEP AGE 1--SP,0,var_4924,,,,,,,,,ER64281,ER70357,ER76365,,
HEHC OTR RPT: PAR SEP AGE 1--WF,0,var_4925,,,,,,ER46052,ER51413,ER57159,,,,,
HEHC OTR RPT: PAR SEP AGE 10--HD,0,var_4926,,,,,,ER44964,ER50304,ER56052,ER63174,,,,
HEHC OTR RPT: PAR SEP AGE 10--RP,0,var_4927,,,,,,,,,,ER69239,ER75247,,
HEHC OTR RPT: PAR SEP AGE 10--SP,0,var_4928,,,,,,,,,ER64290,ER70366,ER76374,,
HEHC OTR RPT: PAR SEP AGE 10--WF,0,var_4929,,,,,,ER46061,ER51422,ER57168,,,,,
HEHC OTR RPT: PAR SEP AGE 11--HD,0,var_4930,,,,,,ER44965,,ER56053,ER63175,,,,
HEHC OTR RPT: PAR SEP AGE 11--RP,0,var_4931,,,,,,,,,,ER69240,ER75248,,
HEHC OTR RPT: PAR SEP AGE 11--SP,0,var_4932,,,,,,,,,ER64291,ER70367,ER76375,,
HEHC OTR RPT: PAR SEP AGE 11--WF,0,var_4933,,,,,,ER46062,,ER57169,,,,,
HEHC OTR RPT: PAR SEP AGE 12--HD,0,var_4934,,,,,,ER44966,ER50306,ER56054,ER63176,,,,
HEHC OTR RPT: PAR SEP AGE 12--RP,0,var_4935,,,,,,,,,,ER69241,ER75249,,
HEHC OTR RPT: PAR SEP AGE 12--SP,0,var_4936,,,,,,,,,ER64292,ER70368,ER76376,,
HEHC OTR RPT: PAR SEP AGE 12--WF,0,var_4937,,,,,,ER46063,ER51424,ER57170,,,,,
HEHC OTR RPT: PAR SEP AGE 13--HD,0,var_4938,,,,,,ER44967,ER50307,,ER63177,,,,
HEHC OTR RPT: PAR SEP AGE 13--RP,0,var_4939,,,,,,,,,,ER69242,ER75250,,
HEHC OTR RPT: PAR SEP AGE 13--SP,0,var_4940,,,,,,,,,ER64293,ER70369,ER76377,,
HEHC OTR RPT: PAR SEP AGE 13--WF,0,var_4941,,,,,,ER46064,ER51425,,,,,,
HEHC OTR RPT: PAR SEP AGE 14--HD,0,var_4942,,,,,,ER44968,ER50308,ER56056,ER63178,,,,
HEHC OTR RPT: PAR SEP AGE 14--RP,0,var_4943,,,,,,,,,,ER69243,ER75251,,
HEHC OTR RPT: PAR SEP AGE 14--SP,0,var_4944,,,,,,,,,ER64294,ER70370,ER76378,,
HEHC OTR RPT: PAR SEP AGE 14--WF,0,var_4945,,,,,,ER46065,ER51426,ER57172,,,,,
HEHC OTR RPT: PAR SEP AGE 15--HD,0,var_4946,,,,,,ER44969,ER50309,ER56057,,,,,
HEHC OTR RPT: PAR SEP AGE 15--RP,0,var_4947,,,,,,,,,,ER69244,ER75252,,
HEHC OTR RPT: PAR SEP AGE 15--SP,0,var_4948,,,,,,,,,,ER70371,ER76379,,
HEHC OTR RPT: PAR SEP AGE 15--WF,0,var_4949,,,,,,ER46066,ER51427,ER57173,,,,,
HEHC OTR RPT: PAR SEP AGE 16--HD,0,var_4950,,,,,,ER44970,ER50310,ER56058,ER63180,,,,
HEHC OTR RPT: PAR SEP AGE 16--RP,0,var_4951,,,,,,,,,,ER69245,ER75253,,
HEHC OTR RPT: PAR SEP AGE 16--SP,0,var_4952,,,,,,,,,ER64296,ER70372,ER76380,,
HEHC OTR RPT: PAR SEP AGE 16--WF,0,var_4953,,,,,,ER46067,ER51428,ER57174,,,,,
HEHC OTR RPT: PAR SEP AGE 2--HD,0,var_4954,,,,,,ER44956,ER50296,ER56044,ER63166,,,,
HEHC OTR RPT: PAR SEP AGE 2--RP,0,var_4955,,,,,,,,,,ER69231,ER75239,,
HEHC OTR RPT: PAR SEP AGE 2--SP,0,var_4956,,,,,,,,,ER64282,ER70358,ER76366,,
HEHC OTR RPT: PAR SEP AGE 2--WF,0,var_4957,,,,,,ER46053,ER51414,ER57160,,,,,
HEHC OTR RPT: PAR SEP AGE 3--HD,0,var_4958,,,,,,ER44957,ER50297,ER56045,ER63167,,,,
HEHC OTR RPT: PAR SEP AGE 3--RP,0,var_4959,,,,,,,,,,ER69232,ER75240,,
HEHC OTR RPT: PAR SEP AGE 3--SP,0,var_4960,,,,,,,,,ER64283,ER70359,ER76367,,
HEHC OTR RPT: PAR SEP AGE 3--WF,0,var_4961,,,,,,ER46054,ER51415,ER57161,,,,,
HEHC OTR RPT: PAR SEP AGE 4--HD,0,var_4962,,,,,,ER44958,ER50298,ER56046,ER63168,,,,
HEHC OTR RPT: PAR SEP AGE 4--RP,0,var_4963,,,,,,,,,,ER69233,ER75241,,
HEHC OTR RPT: PAR SEP AGE 4--SP,0,var_4964,,,,,,,,,ER64284,ER70360,ER76368,,
HEHC OTR RPT: PAR SEP AGE 4--WF,0,var_4965,,,,,,ER46055,ER51416,ER57162,,,,,
HEHC OTR RPT: PAR SEP AGE 5--HD,0,var_4966,,,,,,ER44959,ER50299,ER56047,ER63169,,,,
HEHC OTR RPT: PAR SEP AGE 5--RP,0,var_4967,,,,,,,,,,ER69234,ER75242,,
HEHC OTR RPT: PAR SEP AGE 5--SP,0,var_4968,,,,,,,,,ER64285,ER70361,ER76369,,
HEHC OTR RPT: PAR SEP AGE 5--WF,0,var_4969,,,,,,ER46056,ER51417,ER57163,,,,,
HEHC OTR RPT: PAR SEP AGE 6--HD,0,var_4970,,,,,,ER44960,ER50300,ER56048,ER63170,,,,
HEHC OTR RPT: PAR SEP AGE 6--RP,0,var_4971,,,,,,,,,,ER69235,ER75243,,
HEHC OTR RPT: PAR SEP AGE 6--SP,0,var_4972,,,,,,,,,ER64286,ER70362,ER76370,,
HEHC OTR RPT: PAR SEP AGE 6--WF,0,var_4973,,,,,,ER46057,ER51418,ER57164,,,,,
HEHC OTR RPT: PAR SEP AGE 7--HD,0,var_4974,,,,,,ER44961,ER50301,ER56049,ER63171,,,,
HEHC OTR RPT: PAR SEP AGE 7--RP,0,var_4975,,,,,,,,,,ER69236,ER75244,,
HEHC OTR RPT: PAR SEP AGE 7--SP,0,var_4976,,,,,,,,,ER64287,ER70363,ER76371,,
HEHC OTR RPT: PAR SEP AGE 7--WF,0,var_4977,,,,,,ER46058,ER51419,ER57165,,,,,
HEHC OTR RPT: PAR SEP AGE 8--HD,0,var_4978,,,,,,ER44962,ER50302,ER56050,ER63172,,,,
HEHC OTR RPT: PAR SEP AGE 8--RP,0,var_4979,,,,,,,,,,ER69237,ER75245,,
HEHC OTR RPT: PAR SEP AGE 8--SP,0,var_4980,,,,,,,,,ER64288,ER70364,ER76372,,
HEHC OTR RPT: PAR SEP AGE 8--WF,0,var_4981,,,,,,ER46059,ER51420,ER57166,,,,,
HEHC OTR RPT: PAR SEP AGE 9--HD,0,var_4982,,,,,,ER44963,ER50303,ER56051,ER63173,,,,
HEHC OTR RPT: PAR SEP AGE 9--RP,0,var_4983,,,,,,,,,,ER69238,ER75246,,
HEHC OTR RPT: PAR SEP AGE 9--SP,0,var_4984,,,,,,,,,ER64289,ER70365,ER76373,,
HEHC OTR RPT: PAR SEP AGE 9--WF,0,var_4985,,,,,,ER46060,ER51421,ER57167,,,,,
HEHC OTR RPT: PAR SEP B4 AGE 1--HD,0,var_4986,,,,,,ER44954,ER50294,ER56042,ER63164,,,,
HEHC OTR RPT: PAR SEP B4 AGE 1--RP,0,var_4987,,,,,,,,,,ER69229,ER75237,,
HEHC OTR RPT: PAR SEP B4 AGE 1--SP,0,var_4988,,,,,,,,,ER64280,ER70356,ER76364,,
HEHC OTR RPT: PAR SEP B4 AGE 1--WF,0,var_4989,,,,,,ER46051,ER51412,ER57158,,,,,
HEHC OTR RPT: RESP DIS AGE,0,var_4990,,,,,,,ER50394,ER56144,ER63268 | ER64384,,,,
HEHC OTR RPT: RESP DIS AGE +--RP,0,var_4991,,,,,,,,,,ER69335,,,
HEHC OTR RPT: RESP DIS AGE +--SP,0,var_4992,,,,,,,,,,ER70462,,,
HEHC OTR RPT: RESP DIS AGE --WF,0,var_4993,,,,,,,ER51512,ER57260,,,,,
HEHC OTR RPT: RESP DIS AGE 1--HD,0,var_4994,,,,,,ER45044,ER50384,ER56132,ER63254,,,,
HEHC OTR RPT: RESP DIS AGE 1--RP,0,var_4995,,,,,,,,,,ER69319,ER75327,,
HEHC OTR RPT: RESP DIS AGE 1--SP,0,var_4996,,,,,,,,,ER64370,ER70446,ER76454,,
HEHC OTR RPT: RESP DIS AGE 1--WF,0,var_4997,,,,,,ER46141,ER51502,ER57248,,,,,
HEHC OTR RPT: RESP DIS AGE 10--HD,0,var_4998,,,,,,ER45053,ER50393,ER56141,ER63263,,,,
HEHC OTR RPT: RESP DIS AGE 10--RP,0,var_4999,,,,,,,,,,ER69328,ER75336,,
HEHC OTR RPT: RESP DIS AGE 10--SP,0,var_5000,,,,,,,,,ER64379,ER70455,ER76463,,
HEHC OTR RPT: RESP DIS AGE 10--WF,0,var_5001,,,,,,ER46150,ER51511,ER57257,,,,,
HEHC OTR RPT: RESP DIS AGE 11--HD,0,var_5002,,,,,,ER45054,,ER56142,ER63264,,,,
HEHC OTR RPT: RESP DIS AGE 11--RP,0,var_5003,,,,,,,,,,ER69329,ER75337,,
HEHC OTR RPT: RESP DIS AGE 11--SP,0,var_5004,,,,,,,,,ER64380,ER70456,ER76464,,
HEHC OTR RPT: RESP DIS AGE 11--WF,0,var_5005,,,,,,ER46151,,ER57258,,,,,
HEHC OTR RPT: RESP DIS AGE 12--HD,0,var_5006,,,,,,ER45055,ER50395,ER56143,ER63265,,,,
HEHC OTR RPT: RESP DIS AGE 12--RP,0,var_5007,,,,,,,,,,ER69330,ER75338,,
HEHC OTR RPT: RESP DIS AGE 12--SP,0,var_5008,,,,,,,,,ER64381,ER70457,ER76465,,
HEHC OTR RPT: RESP DIS AGE 12--WF,0,var_5009,,,,,,ER46152,ER51513,ER57259,,,,,
HEHC OTR RPT: RESP DIS AGE 13--HD,0,var_5010,,,,,,ER45056,ER50396,,ER63266,,,,
HEHC OTR RPT: RESP DIS AGE 13--RP,0,var_5011,,,,,,,,,,ER69331,ER75339,,
HEHC OTR RPT: RESP DIS AGE 13--SP,0,var_5012,,,,,,,,,ER64382,ER70458,ER76466,,
HEHC OTR RPT: RESP DIS AGE 13--WF,0,var_5013,,,,,,ER46153,ER51514,,,,,,
HEHC OTR RPT: RESP DIS AGE 14--HD,0,var_5014,,,,,,ER45057,ER50397,ER56145,ER63267,,,,
HEHC OTR RPT: RESP DIS AGE 14--RP,0,var_5015,,,,,,,,,,ER69332,ER75340,,
HEHC OTR RPT: RESP DIS AGE 14--SP,0,var_5016,,,,,,,,,ER64383,ER70459,ER76467,,
HEHC OTR RPT: RESP DIS AGE 14--WF,0,var_5017,,,,,,ER46154,ER51515,ER57261,,,,,
HEHC OTR RPT: RESP DIS AGE 15--HD,0,var_5018,,,,,,ER45058,ER50398,ER56146,,,,,
HEHC OTR RPT: RESP DIS AGE 15--RP,0,var_5019,,,,,,,,,,ER69333,ER75341,,
HEHC OTR RPT: RESP DIS AGE 15--SP,0,var_5020,,,,,,,,,,ER70460,ER76468,,
HEHC OTR RPT: RESP DIS AGE 15--WF,0,var_5021,,,,,,ER46155,ER51516,ER57262,,,,,
HEHC OTR RPT: RESP DIS AGE 16--HD,0,var_5022,,,,,,ER45059,ER50399,ER56147,ER63269,,,,
HEHC OTR RPT: RESP DIS AGE 16--RP,0,var_5023,,,,,,,,,,ER69334,ER75342,,
HEHC OTR RPT: RESP DIS AGE 16--SP,0,var_5024,,,,,,,,,ER64385,ER70461,ER76469,,
HEHC OTR RPT: RESP DIS AGE 16--WF,0,var_5025,,,,,,ER46156,ER51517,ER57263,,,,,
HEHC OTR RPT: RESP DIS AGE 17+--HD,0,var_5026,,,,,,ER45060,ER50400,ER56148,ER63270,,,,
HEHC OTR RPT: RESP DIS AGE 17+--RP,0,var_5027,,,,,,,,,,,ER75343,,
HEHC OTR RPT: RESP DIS AGE 17+--SP,0,var_5028,,,,,,,,,ER64386,,ER76470,,
HEHC OTR RPT: RESP DIS AGE 17+--WF,0,var_5029,,,,,,ER46157,ER51518,ER57264,,,,,
HEHC OTR RPT: RESP DIS AGE 2--HD,0,var_5030,,,,,,ER45045,ER50385,ER56133,ER63255,,,,
HEHC OTR RPT: RESP DIS AGE 2--RP,0,var_5031,,,,,,,,,,ER69320,ER75328,,
HEHC OTR RPT: RESP DIS AGE 2--SP,0,var_5032,,,,,,,,,ER64371,ER70447,ER76455,,
HEHC OTR RPT: RESP DIS AGE 2--WF,0,var_5033,,,,,,ER46142,ER51503,ER57249,,,,,
HEHC OTR RPT: RESP DIS AGE 3--HD,0,var_5034,,,,,,ER45046,ER50386,ER56134,ER63256,,,,
HEHC OTR RPT: RESP DIS AGE 3--RP,0,var_5035,,,,,,,,,,ER69321,ER75329,,
HEHC OTR RPT: RESP DIS AGE 3--SP,0,var_5036,,,,,,,,,ER64372,ER70448,ER76456,,
HEHC OTR RPT: RESP DIS AGE 3--WF,0,var_5037,,,,,,ER46143,ER51504,ER57250,,,,,
HEHC OTR RPT: RESP DIS AGE 4--HD,0,var_5038,,,,,,ER45047,ER50387,ER56135,ER63257,,,,
HEHC OTR RPT: RESP DIS AGE 4--RP,0,var_5039,,,,,,,,,,ER69322,ER75330,,
HEHC OTR RPT: RESP DIS AGE 4--SP,0,var_5040,,,,,,,,,ER64373,ER70449,ER76457,,
HEHC OTR RPT: RESP DIS AGE 4--WF,0,var_5041,,,,,,ER46144,ER51505,ER57251,,,,,
HEHC OTR RPT: RESP DIS AGE 5--HD,0,var_5042,,,,,,ER45048,ER50388,ER56136,ER63258,,,,
HEHC OTR RPT: RESP DIS AGE 5--RP,0,var_5043,,,,,,,,,,ER69323,ER75331,,
HEHC OTR RPT: RESP DIS AGE 5--SP,0,var_5044,,,,,,,,,ER64374,ER70450,ER76458,,
HEHC OTR RPT: RESP DIS AGE 5--WF,0,var_5045,,,,,,ER46145,ER51506,ER57252,,,,,
HEHC OTR RPT: RESP DIS AGE 6--HD,0,var_5046,,,,,,ER45049,ER50389,ER56137,ER63259,,,,
HEHC OTR RPT: RESP DIS AGE 6--RP,0,var_5047,,,,,,,,,,ER69324,ER75332,,
HEHC OTR RPT: RESP DIS AGE 6--SP,0,var_5048,,,,,,,,,ER64375,ER70451,ER76459,,
HEHC OTR RPT: RESP DIS AGE 6--WF,0,var_5049,,,,,,ER46146,ER51507,ER57253,,,,,
HEHC OTR RPT: RESP DIS AGE 7--HD,0,var_5050,,,,,,ER45050,ER50390,ER56138,ER63260,,,,
HEHC OTR RPT: RESP DIS AGE 7--RP,0,var_5051,,,,,,,,,,ER69325,ER75333,,
HEHC OTR RPT: RESP DIS AGE 7--SP,0,var_5052,,,,,,,,,ER64376,ER70452,ER76460,,
HEHC OTR RPT: RESP DIS AGE 7--WF,0,var_5053,,,,,,ER46147,ER51508,ER57254,,,,,
HEHC OTR RPT: RESP DIS AGE 8--HD,0,var_5054,,,,,,ER45051,ER50391,ER56139,ER63261,,,,
HEHC OTR RPT: RESP DIS AGE 8--RP,0,var_5055,,,,,,,,,,ER69326,ER75334,,
HEHC OTR RPT: RESP DIS AGE 8--SP,0,var_5056,,,,,,,,,ER64377,ER70453,ER76461,,
HEHC OTR RPT: RESP DIS AGE 8--WF,0,var_5057,,,,,,ER46148,ER51509,ER57255,,,,,
HEHC OTR RPT: RESP DIS AGE 9--HD,0,var_5058,,,,,,ER45052,ER50392,ER56140,ER63262,,,,
HEHC OTR RPT: RESP DIS AGE 9--RP,0,var_5059,,,,,,,,,,ER69327,ER75335,,
HEHC OTR RPT: RESP DIS AGE 9--SP,0,var_5060,,,,,,,,,ER64378,ER70454,ER76462,,
HEHC OTR RPT: RESP DIS AGE 9--WF,0,var_5061,,,,,,ER46149,ER51510,ER57256,,,,,
HEHC OTR RPT: RESP DIS B4 AGE 1--HD,0,var_5062,,,,,,ER45043,ER50383,ER56131,ER63253,,,,
HEHC OTR RPT: RESP DIS B4 AGE 1--RP,0,var_5063,,,,,,,,,,ER69318,ER75326,,
HEHC OTR RPT: RESP DIS B4 AGE 1--SP,0,var_5064,,,,,,,,,ER64369,ER70445,ER76453,,
HEHC OTR RPT: RESP DIS B4 AGE 1--WF,0,var_5065,,,,,,ER46140,ER51501,ER57247,,,,,
HEHC OTR RPT: SCHOOL AGE,0,var_5066,,,,,,,ER50339,ER56089,ER63213 | ER64329,,,,
HEHC OTR RPT: SCHOOL AGE --WF,0,var_5067,,,,,,,ER51457,ER57205,,,,,
HEHC OTR RPT: SCHOOL AGE 1--HD,0,var_5068,,,,,,ER44989,ER50329,ER56077,ER63199,,,,
HEHC OTR RPT: SCHOOL AGE 1--RP,0,var_5069,,,,,,,,,,ER69264,ER75272,,
HEHC OTR RPT: SCHOOL AGE 1--SP,0,var_5070,,,,,,,,,ER64315,ER70391,ER76399,,
HEHC OTR RPT: SCHOOL AGE 1--WF,0,var_5071,,,,,,ER46086,ER51447,ER57193,,,,,
HEHC OTR RPT: SCHOOL AGE 10--HD,0,var_5072,,,,,,ER44998,ER50338,ER56086,ER63208,,,,
HEHC OTR RPT: SCHOOL AGE 10--RP,0,var_5073,,,,,,,,,,ER69273,ER75281,,
HEHC OTR RPT: SCHOOL AGE 10--SP,0,var_5074,,,,,,,,,ER64324,ER70400,ER76408,,
HEHC OTR RPT: SCHOOL AGE 10--WF,0,var_5075,,,,,,ER46095,ER51456,ER57202,,,,,
HEHC OTR RPT: SCHOOL AGE 11--HD,0,var_5076,,,,,,ER44999,,ER56087,ER63209,,,,
HEHC OTR RPT: SCHOOL AGE 11--RP,0,var_5077,,,,,,,,,,ER69274,ER75282,,
HEHC OTR RPT: SCHOOL AGE 11--SP,0,var_5078,,,,,,,,,ER64325,ER70401,ER76409,,
HEHC OTR RPT: SCHOOL AGE 11--WF,0,var_5079,,,,,,ER46096,,ER57203,,,,,
HEHC OTR RPT: SCHOOL AGE 12--HD,0,var_5080,,,,,,ER45000,ER50340,ER56088,ER63210,,,,
HEHC OTR RPT: SCHOOL AGE 12--RP,0,var_5081,,,,,,,,,,ER69275,ER75283,,
HEHC OTR RPT: SCHOOL AGE 12--SP,0,var_5082,,,,,,,,,ER64326,ER70402,ER76410,,
HEHC OTR RPT: SCHOOL AGE 12--WF,0,var_5083,,,,,,ER46097,ER51458,ER57204,,,,,
HEHC OTR RPT: SCHOOL AGE 13--HD,0,var_5084,,,,,,ER45001,ER50341,,ER63211,,,,
HEHC OTR RPT: SCHOOL AGE 13--RP,0,var_5085,,,,,,,,,,ER69276,ER75284,,
HEHC OTR RPT: SCHOOL AGE 13--SP,0,var_5086,,,,,,,,,ER64327,ER70403,ER76411,,
HEHC OTR RPT: SCHOOL AGE 13--WF,0,var_5087,,,,,,ER46098,ER51459,,,,,,
HEHC OTR RPT: SCHOOL AGE 14--HD,0,var_5088,,,,,,ER45002,ER50342,ER56090,ER63212,,,,
HEHC OTR RPT: SCHOOL AGE 14--RP,0,var_5089,,,,,,,,,,ER69277,ER75285,,
HEHC OTR RPT: SCHOOL AGE 14--SP,0,var_5090,,,,,,,,,ER64328,ER70404,ER76412,,
HEHC OTR RPT: SCHOOL AGE 14--WF,0,var_5091,,,,,,ER46099,ER51460,ER57206,,,,,
HEHC OTR RPT: SCHOOL AGE 15--HD,0,var_5092,,,,,,ER45003,ER50343,ER56091,,,,,
HEHC OTR RPT: SCHOOL AGE 15--RP,0,var_5093,,,,,,,,,,ER69278,ER75286,,
HEHC OTR RPT: SCHOOL AGE 15--SP,0,var_5094,,,,,,,,,,ER70405,ER76413,,
HEHC OTR RPT: SCHOOL AGE 15--WF,0,var_5095,,,,,,ER46100,ER51461,ER57207,,,,,
HEHC OTR RPT: SCHOOL AGE 16--HD,0,var_5096,,,,,,ER45004,ER50344,ER56092,ER63214,,,,
HEHC OTR RPT: SCHOOL AGE 16--RP,0,var_5097,,,,,,,,,,ER69279,ER75287,,
HEHC OTR RPT: SCHOOL AGE 16--SP,0,var_5098,,,,,,,,,ER64330,ER70406,ER76414,,
HEHC OTR RPT: SCHOOL AGE 16--WF,0,var_5099,,,,,,ER46101,ER51462,ER57208,,,,,
HEHC OTR RPT: SCHOOL AGE 2--HD,0,var_5100,,,,,,ER44990,ER50330,ER56078,ER63200,,,,
HEHC OTR RPT: SCHOOL AGE 2--RP,0,var_5101,,,,,,,,,,ER69265,ER75273,,
HEHC OTR RPT: SCHOOL AGE 2--SP,0,var_5102,,,,,,,,,ER64316,ER70392,ER76400,,
HEHC OTR RPT: SCHOOL AGE 2--WF,0,var_5103,,,,,,ER46087,ER51448,ER57194,,,,,
HEHC OTR RPT: SCHOOL AGE 3--HD,0,var_5104,,,,,,ER44991,ER50331,ER56079,ER63201,,,,
HEHC OTR RPT: SCHOOL AGE 3--RP,0,var_5105,,,,,,,,,,ER69266,ER75274,,
HEHC OTR RPT: SCHOOL AGE 3--SP,0,var_5106,,,,,,,,,ER64317,ER70393,ER76401,,
HEHC OTR RPT: SCHOOL AGE 3--WF,0,var_5107,,,,,,ER46088,ER51449,ER57195,,,,,
HEHC OTR RPT: SCHOOL AGE 4--HD,0,var_5108,,,,,,ER44992,ER50332,ER56080,ER63202,,,,
HEHC OTR RPT: SCHOOL AGE 4--RP,0,var_5109,,,,,,,,,,ER69267,ER75275,,
HEHC OTR RPT: SCHOOL AGE 4--SP,0,var_5110,,,,,,,,,ER64318,ER70394,ER76402,,
HEHC OTR RPT: SCHOOL AGE 4--WF,0,var_5111,,,,,,ER46089,ER51450,ER57196,,,,,
HEHC OTR RPT: SCHOOL AGE 5--HD,0,var_5112,,,,,,ER44993,ER50333,ER56081,ER63203,,,,
HEHC OTR RPT: SCHOOL AGE 5--RP,0,var_5113,,,,,,,,,,ER69268,ER75276,,
HEHC OTR RPT: SCHOOL AGE 5--SP,0,var_5114,,,,,,,,,ER64319,ER70395,ER76403,,
HEHC OTR RPT: SCHOOL AGE 5--WF,0,var_5115,,,,,,ER46090,ER51451,ER57197,,,,,
HEHC OTR RPT: SCHOOL AGE 6--HD,0,var_5116,,,,,,ER44994,ER50334,ER56082,ER63204,,,,
HEHC OTR RPT: SCHOOL AGE 6--RP,0,var_5117,,,,,,,,,,ER69269,ER75277,,
HEHC OTR RPT: SCHOOL AGE 6--SP,0,var_5118,,,,,,,,,ER64320,ER70396,ER76404,,
HEHC OTR RPT: SCHOOL AGE 6--WF,0,var_5119,,,,,,ER46091,ER51452,ER57198,,,,,
HEHC OTR RPT: SCHOOL AGE 7--HD,0,var_5120,,,,,,ER44995,ER50335,ER56083,ER63205,,,,
HEHC OTR RPT: SCHOOL AGE 7--RP,0,var_5121,,,,,,,,,,ER69270,ER75278,,
HEHC OTR RPT: SCHOOL AGE 7--SP,0,var_5122,,,,,,,,,ER64321,ER70397,ER76405,,
HEHC OTR RPT: SCHOOL AGE 7--WF,0,var_5123,,,,,,ER46092,ER51453,ER57199,,,,,
HEHC OTR RPT: SCHOOL AGE 8--HD,0,var_5124,,,,,,ER44996,ER50336,ER56084,ER63206,,,,
HEHC OTR RPT: SCHOOL AGE 8--RP,0,var_5125,,,,,,,,,,ER69271,ER75279,,
HEHC OTR RPT: SCHOOL AGE 8--SP,0,var_5126,,,,,,,,,ER64322,ER70398,ER76406,,
HEHC OTR RPT: SCHOOL AGE 8--WF,0,var_5127,,,,,,ER46093,ER51454,ER57200,,,,,
HEHC OTR RPT: SCHOOL AGE 9--HD,0,var_5128,,,,,,ER44997,ER50337,ER56085,ER63207,,,,
HEHC OTR RPT: SCHOOL AGE 9--RP,0,var_5129,,,,,,,,,,ER69272,ER75280,,
HEHC OTR RPT: SCHOOL AGE 9--SP,0,var_5130,,,,,,,,,ER64323,ER70399,ER76407,,
HEHC OTR RPT: SCHOOL AGE 9--WF,0,var_5131,,,,,,ER46094,ER51455,ER57201,,,,,
HEHC OTR RPT: SCHOOL B4 AGE 1--HD,0,var_5132,,,,,,ER44988,ER50328,ER56076,ER63198,,,,
HEHC OTR RPT: SCHOOL B4 AGE 1--RP,0,var_5133,,,,,,,,,,ER69263,ER75271,,
HEHC OTR RPT: SCHOOL B4 AGE 1--SP,0,var_5134,,,,,,,,,ER64314,ER70390,ER76398,,
